Name;Category;Location;WikidataID;DateCelebration;DateDeclaration;Lattitude;Longitude;NombreLink;;Ubicacion2;Ubicacion2Link;Coordinate1;Coordinate1Link;Coordinate2;Coordinate2Link;Coordinate3;Coordinate3Link;Coordinate4;Image;Coordinate4Lin k;Coordinate5;Coordinate5Link;Coordinate6;Coordinate6Link;Coordinate7;Coordinate7Link;;Fecha2;Fecha2Link;Fecha3;Fecha4;Fecha4Link;;IdentificatorLink;Category;CategoryLink;Imagen1;Imagen1Alt;Image1Link
" (Huelva)""";Q1324590;Fin de semana del Domingo de Pentecostés;"1980[39]​; 1980";37°15′40″N;6°31′03″O;https://es.wikipedia.org/wiki/Romer%C3%ADa_de_El_Roc%C3%ADo;;"Almonte; Huelva";"https://es.wikipedia.org/wiki/Almonte; https://es.wikipedia.org/wiki/Provincia_de_Huelva";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°15′40″N 6°31′03″O / 37.26111, -6.51750 (Almonte);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_15_40_N_6_31_03_W_&title=Almonte;37°15′40″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_15_40_N_6_31_03_W_&title=Almonte;6°31′03″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_15_40_N_6_31_03_W_&title=Almonte;3.726.111,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_15_40_N_6_31_03_W_&title=Almonte;-651.750;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_15_40_N_6_31_03_W_&title=Almonte;Almonte;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_15_40_N_6_31_03_W_&title=Almonte;;Domingo de Pentecostés;https://es.wikipedia.org/wiki/Pentecost%C3%A9s;"1980[39]​; 1980";[39];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-39;;https://www.wikidata.org/wiki/Q1324590;Pilgrimage of El Rocio;https://commons.wikimedia.org/wiki/Category:Pilgrimage_of_El_Rocio;"http://4v.dia.fi.upm.es/test/test2_files/75px-Simpecado_cruzando_el_Coto_de_Do%C3%B1ana,_camino_de_vuelta_de_El_Roc%C3%ADo_IMGP3432.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Romería de El Rocío; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Simpecado_cruzando_el_Coto_de_Do%C3%B1ana,_camino_de_vuelta_de_El_Roc%C3%ADo_IMGP3432.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q1324590&descriptionlang=es&categories=Pilgrimage+of+El+Rocio&description=Romer%C3%ADa+de+El+Roc%C3%ADo";;
Corpus Christi en Puenteareas;International;Puenteareas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Pontevedra)""";Q23199321;Corpus Christi;"2009[40]​; 2009";42°10′31″N;8°30′18″O;https://es.wikipedia.org/w/index.php?title=Corpus_Christi_en_Puenteareas&action=edit&redlink=1;;"Puenteareas; Pontevedra";"https://es.wikipedia.org/wiki/Puenteareas; https://es.wikipedia.org/wiki/Provincia_de_Pontevedra";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;42°10′31″N 8°30′18″O / 42.17528, -8.50500 (Puenteareas);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_10_31_N_8_30_18_W_&title=Puenteareas;42°10′31″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_10_31_N_8_30_18_W_&title=Puenteareas;8°30′18″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_10_31_N_8_30_18_W_&title=Puenteareas;4.217.528,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_10_31_N_8_30_18_W_&title=Puenteareas;-850.500;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_10_31_N_8_30_18_W_&title=Puenteareas;Puenteareas;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_10_31_N_8_30_18_W_&title=Puenteareas;;Corpus Christi;https://es.wikipedia.org/wiki/Corpus_Christi;"2009[40]​; 2009";[40];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-40;;https://www.wikidata.org/wiki/Q23199321;Corpus Christi in Ponteareas;https://commons.wikimedia.org/wiki/Category:Corpus_Christi_in_Ponteareas;"http://4v.dia.fi.upm.es/test/test2_files/75px-CorpusChristiPonteareas.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Corpus Christi en Puenteareas; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:CorpusChristiPonteareas.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23199321&descriptionlang=es&categories=Corpus+Christi+in+Ponteareas&description=Corpus+Christi+en+Puenteareas";;
Procesión del Corpus Christi de Toledo;International;Toledo;Q6087155;Corpus Christi;"1980[41]​; 1980";39°52′00″N;4°02′00″O;https://es.wikipedia.org/wiki/Corpus_Christi_en_Toledo;;Toledo;https://es.wikipedia.org/wiki/Toledo;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;39°52′00″N 4°02′00″O / 39.86667, -4.03333 (Toledo);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;39°52′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;4°02′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;3.986.667,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;-403.333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;Toledo;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;;Corpus Christi;https://es.wikipedia.org/wiki/Corpus_Christi;"1980[41]​; 1980";[41];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-41;;https://www.wikidata.org/wiki/Q6087155;Corpus Christi - Toledo, Spain;https://commons.wikimedia.org/wiki/Category:Corpus_Christi_-_Toledo,_Spain;"http://4v.dia.fi.upm.es/test/test2_files/100px-Procesi%C3%B3n_de_la_Custodia_-_Corpus_-_Toledo_-_29_may_2005.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Procesión del Corpus Christi de Toledo; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Procesi%C3%B3n_de_la_Custodia_-_Corpus_-_Toledo_-_29_may_2005.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q6087155&descriptionlang=es&categories=Corpus+Christi+-+Toledo%2C+Spain&description=Procesi%C3%B3n+del+Corpus+Christi+de+Toledo"
Hogueras de Alicante;International;Alicante;Q1236370;Del 20 al 24 de junio;"1983[42]​; 1983";38°20′43″N;0°28′59″O;https://es.wikipedia.org/wiki/Hogueras_de_Alicante;;Alicante;https://es.wikipedia.org/wiki/Alicante;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°20′43″N 0°28′59″O / 38.34528, -0.48306 (Alicante);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_20_43_N_0_28_59_W_&title=Alicante;38°20′43″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_20_43_N_0_28_59_W_&title=Alicante;0°28′59″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_20_43_N_0_28_59_W_&title=Alicante;3.834.528,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_20_43_N_0_28_59_W_&title=Alicante;-0.48306;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_20_43_N_0_28_59_W_&title=Alicante;Alicante;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_20_43_N_0_28_59_W_&title=Alicante;;;;"1983[42]​; 1983";[42];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-42;;https://www.wikidata.org/wiki/Q1236370;Fogueres de Sant Joan a Alacant;https://commons.wikimedia.org/wiki/Category:Fogueres_de_Sant_Joan_a_Alacant;"http://4v.dia.fi.upm.es/test/test2_files/100px-Hogueras_2008_-_Gran_Via_La_Ceramica_2.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Hogueras de Alicante; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Hogueras_2008_-_Gran_Via_La_Ceramica_2.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q1236370&descriptionlang=es&categories=Fogueres+de+Sant+Joan+a+Alacant&description=Hogueras+de+Alicante"
Hogueras de San Juan de La Coruña;International;La Coruña;Q23199332;23 de junio;"2015[43]​; 2015";43°22′00″N;8°23′00″O;https://es.wikipedia.org/w/index.php?title=Hogueras_de_San_Juan_de_La_Coru%C3%B1a&action=edit&redlink=1;;La Coruña;https://es.wikipedia.org/wiki/La_Coru%C3%B1a;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;43°22′00″N 8°23′00″O / 43.36667, -8.38333 (La Coruña);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_22_00_N_8_23_00_W_&title=La+Coru%C3%B1a;43°22′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_22_00_N_8_23_00_W_&title=La+Coru%C3%B1a;8°23′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_22_00_N_8_23_00_W_&title=La+Coru%C3%B1a;4.336.667,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_22_00_N_8_23_00_W_&title=La+Coru%C3%B1a;-838.333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_22_00_N_8_23_00_W_&title=La+Coru%C3%B1a;La Coruña;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_22_00_N_8_23_00_W_&title=La+Coru%C3%B1a;;;;"2015[43]​; 2015";[43];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-43;;https://www.wikidata.org/wiki/Q23199332;;;"http://4v.dia.fi.upm.es/test/test2_files/100px-Cacharelas_San_Xo%C3%A1n,_praia_Orz%C3%A1n,_A_Coru%C3%B1a.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Hogueras de San Juan de La Coruña; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Cacharelas_San_Xo%C3%A1n,_praia_Orz%C3%A1n,_A_Coru%C3%B1a.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23199332&descriptionlang=es&categories=Festivals+of+Galicia+%28Spain%29&description=Hogueras+de+San+Juan+de+La+Coru%C3%B1a"
Rapa das bestas;International;Sabucedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Pontevedra)""";Q2356144;Principios de julio;"2007[44]​; 2007";42°35′15″N;8°24′52″O;https://es.wikipedia.org/w/index.php?title=Rapa_das_bestas_de_Sabucedo&action=edit&redlink=1;;"Sabucedo; Pontevedra";"https://es.wikipedia.org/wiki/Sabucedo; https://es.wikipedia.org/wiki/Provincia_de_Pontevedra";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;42°35′15″N 8°24′52″O / 42.58750, -8.41444 (Sabucedo);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_35_15_N_8_24_52_W_&title=Sabucedo;42°35′15″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_35_15_N_8_24_52_W_&title=Sabucedo;8°24′52″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_35_15_N_8_24_52_W_&title=Sabucedo;4.258.750,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_35_15_N_8_24_52_W_&title=Sabucedo;-841.444;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_35_15_N_8_24_52_W_&title=Sabucedo;Sabucedo;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_35_15_N_8_24_52_W_&title=Sabucedo;;;;"2007[44]​; 2007";[44];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-44;;https://www.wikidata.org/wiki/Q2356144;Rapa das bestas de Sabucedo;https://commons.wikimedia.org/wiki/Category:Rapa_das_bestas_de_Sabucedo;"http://4v.dia.fi.upm.es/test/test2_files/100px-Rapa_das_Bestas_em_Sabucedo,_2009_07.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Rapa das bestas; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Rapa_das_Bestas_em_Sabucedo,_2009_07.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q2356144&descriptionlang=es&categories=Rapa+das+bestas+de+Sabucedo&description=Rapa+das+bestas";;
Sanfermines;International;Pamplona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Navarra)""";Q829919;Del 6 al 14 de julio;"1980[45]​; 1980";42°49′00″N;1°39′00″O;https://es.wikipedia.org/wiki/Sanfermines;;"Pamplona; Navarra";"https://es.wikipedia.org/wiki/Pamplona; https://es.wikipedia.org/wiki/Navarra";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;42°49′00″N 1°39′00″O / 42.81667, -1.65000 (Pamplona);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_49_00_N_1_39_00_W_&title=Pamplona;42°49′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_49_00_N_1_39_00_W_&title=Pamplona;1°39′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_49_00_N_1_39_00_W_&title=Pamplona;4.281.667,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_49_00_N_1_39_00_W_&title=Pamplona;-165.000;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_49_00_N_1_39_00_W_&title=Pamplona;Pamplona;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_49_00_N_1_39_00_W_&title=Pamplona;;;;"1980[45]​; 1980";[45];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-45;;https://www.wikidata.org/wiki/Q829919;Sanfermines;https://commons.wikimedia.org/wiki/Category:Sanfermines;"http://4v.dia.fi.upm.es/test/test2_files/100px-Sanfermines-vaquillas.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Sanfermines; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Sanfermines-vaquillas.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q829919&descriptionlang=es&categories=Sanfermines&description=Sanfermines";;
Festival de Ortigueira;International;Ortigueira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (La Coruña)""";Q3328419;Segundo fin de semana de julio;"2005[46]​; 2005";43°40′59″N;7°51′00″O;https://es.wikipedia.org/wiki/Festival_de_Ortigueira;;"Ortigueira; La Coruña";"https://es.wikipedia.org/wiki/Ortigueira; https://es.wikipedia.org/wiki/Provincia_de_La_Coru%C3%B1a";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;43°40′59″N 7°51′00″O / 43.68306, -7.85000 (Ortigueira);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_40_59_N_7_51_00_W_&title=Ortigueira;43°40′59″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_40_59_N_7_51_00_W_&title=Ortigueira;7°51′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_40_59_N_7_51_00_W_&title=Ortigueira;4.368.306,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_40_59_N_7_51_00_W_&title=Ortigueira;-785.000;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_40_59_N_7_51_00_W_&title=Ortigueira;Ortigueira;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_40_59_N_7_51_00_W_&title=Ortigueira;;;;"2005[46]​; 2005";[46];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-46;;https://www.wikidata.org/wiki/Q3328419;Ortigueira Festival;https://commons.wikimedia.org/wiki/Category:Ortigueira_Festival;"http://4v.dia.fi.upm.es/test/test2_files/100px-Ortigueira.Festival_celta.Concerto.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Festival de Ortigueira; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Ortigueira.Festival_celta.Concerto.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3328419&descriptionlang=es&categories=Ortigueira+Festival&description=Festival+de+Ortigueira";;
Certamen Internacional de Habaneras y Polifonía de Torrevieja;International;Torrevieja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Alicante)""";Q5763483;Del 22 al 30 de julio;"1994[47]​; 1994";37°58′40″N;0°41′00″O;https://es.wikipedia.org/wiki/Certamen_Internacional_de_Habaneras_y_Polifon%C3%ADa_de_Torrevieja;;"Torrevieja; Alicante";"https://es.wikipedia.org/wiki/Torrevieja; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°58′40″N 0°41′00″O / 37.97778, -0.68333 (Torrevieja);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_58_40_N_0_41_00_W_&title=Torrevieja;37°58′40″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_58_40_N_0_41_00_W_&title=Torrevieja;0°41′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_58_40_N_0_41_00_W_&title=Torrevieja;3.797.778,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_58_40_N_0_41_00_W_&title=Torrevieja;-0.68333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_58_40_N_0_41_00_W_&title=Torrevieja;Torrevieja;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_58_40_N_0_41_00_W_&title=Torrevieja;;;;"1994[47]​; 1994";[47];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-47;;https://www.wikidata.org/wiki/Q5763483;Certamen Internacional de Habaneras y Polifonía de Torrevieja;https://commons.wikimedia.org/wiki/Category:Certamen_Internacional_de_Habaneras_y_Polifon%C3%ADa_de_Torrevieja;"http://4v.dia.fi.upm.es/test/test2_files/100px-Coro_habaneras_2010.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Certamen Internacional de Habaneras y Polifonía de Torrevieja; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Coro_habaneras_2010.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5763483&descriptionlang=es&categories=Certamen+Internacional+de+Habaneras+y+Polifon%C3%ADa+de+Torrevieja&description=Certamen+Internacional+de+Habaneras+y+Polifon%C3%ADa+de+Torrevieja";;
Moros y Cristianos de Villajoyosa;International;Villajoyosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
